month,position,artist,song,score,us,uk,de,fr,ca,au
"Jul 2009","27","All-American Rejects","Gives You Hell","792.609","31","-","30","39","34","-"
"Jul 2009","28","Taylor Swift","Love Story","790.790","26","85","53","14","23","20"
"Jul 2009","29","Cascada","Evacuate The Dancefloor","766.712","-","1","5","-","-","-"
"Jul 2009","30","Lady GaGa & Colby O'Donis","Just Dance","764.942","29","44","36","-","-","-"
"Jul 2009","31","Jason Mraz","I am yours","764.432","29","35","-","-","30","-"
"Jul 2009","32","Michael Jackson","Thriller","731.380","-","12","9","-","-","3"
"Jul 2009","33","Young Money","Every Girl","680.603","10","-","-","-","-","-"
"Jul 2009","34","Kelly Clarkson","I Do Not Hook Up","670.026","24","94","78","-","13","18"
"Jul 2009","35","Soulja Boy & Sammie","Kiss Me Thru The Phone","644.727","35","15","-","28","38","27"
"Jul 2009","36","Kristinia Debarge","Goodbye","623.548","16","-","-","-","15","-"
"Jul 2009","37","Jamie Foxx & T-Pain","Blame It","623.314","14","-","-","-","31","-"
"Jul 2009","38","Michael Jackson","Billie Jean","619.622","-","10","18","-","-","7"
"Jul 2009","39","Rob Thomas","Her Diamonds","617.799","23","-","79","-","44","8"
"Jul 2009","40","Sportfreunde Stiller","Ein Kompliment","617.543","-","-","6","-","-","-"
"Jul 2009","41","Milow","Ayo Technology","603.773","-","-","7","8","-","-"
"Jul 2009","42","Lily Allen","Not Fair","597.131","-","28","12","-","-","4"
"Jul 2009","43","Eminem","We Made You","594.623","56","39","39","11","39","12"
"Jul 2009","44","Kenny Chesney","Out Last Night","578.530","17","-","-","-","41","-"
"Jul 2009","45","Green Day","21 Guns","558.768","26","39","-","-","22","17"
"Jul 2009","46","The Fray","You Found Me","553.722","25","-","-","-","43","-"
"Jul 2009","47","Zac Brown Band","Whatever It Is","553.394","26","-","-","-","-","-"
"Jul 2009","48","Green Day","Know Your Enemy","552.326","49","-","40","-","19","48"
"Jul 2009","49","Lady GaGa","Paparazzi","526.559","-","4","-","-","7","2"
"Jul 2009","50","Michael Jackson","Beat It","521.338","-","19","14","-","-","17"
"Aug 2009","1","The Black Eyed Peas","I Gotta Feeling","2967.127","1","1","4","-","1","1"
"Aug 2009","2","Pitbull","I Know You Want Me (Calle Ocho)","2267.731","8","4","8","1","2","13"
"Aug 2009","3","David Guetta & Kelly Rowland","When Love Takes Over","1898.206","76","6","3","10","22","7"
"Aug 2009","4","The Black Eyed Peas","Boom Boom Pow","1791.980","6","13","15","5","4","3"
"Aug 2009","5","Lady GaGa","Poker Face","1522.534","19","22","6","39","33","-"
"Aug 2009","6","Lady GaGa","LoveGame","1460.212","7","27","7","22","17","48"
"Aug 2009","7","Linkin Park","New Divide","1399.383","15","35","8","-","7","4"
"Aug 2009","8","Sean Kingston","Fire Burning","1355.339","5","12","62","-","2","-"
"Aug 2009","9","Taylor Swift","You Belong With Me","1354.409","2","50","-","-","5","5"
"Aug 2009","10","Keri Hilson & Kanye West & Ne-Yo","Knock You Down","1352.140","3","14","-","-","9","24"
"Aug 2009","11","Jordin Sparks","Battlefield","1263.040","10","11","40","-","5","4"
"Aug 2009","12","Katy Perry","Waking Up In Vegas","1224.193","9","40","41","-","6","30"
"Aug 2009","13","Cascada","Evacuate The Dancefloor","1171.092","80","4","5","-","30","6"
"Aug 2009","14","Beyonce","Halo","1155.744","16","38","14","-","24","30"
"Aug 2009","15","Drake","Best I Ever Had","1140.377","2","-","-","-","24","-"
"Aug 2009","16","Green Day","21 Guns","1127.455","24","36","13","-","15","14"
"Aug 2009","17","Kings of Leon","Use Somebody","1087.501","5","59","-","-","11","-"
"Aug 2009","18","Emiliana Torrini","Jungle Drum","1084.614","-","-","1","-","-","-"
"Aug 2009","19","Beyonce","Sweet Dreams","1023.812","68","5","8","-","39","2"
"Aug 2009","20","Pink","Please Don't Leave Me","1012.686","17","52","38","-","11","-"
"Aug 2009","21","Cassandra Steen & Adel Tawil","Stadt","941.534","-","-","2","-","-","-"
"Aug 2009","22","Miley Cyrus","The Climb","888.464","18","89","-","30","22","7"
"Aug 2009","23","Cobra Starship","Good Girls Go Bad","875.449","7","-","-","-","7","8"
"Aug 2009","24","Gossip","Heavy Cross","854.015","-","-","7","-","-","7"
"Aug 2009","25","Jeremih","Birthday Sex","845.500","9","15","-","-","35","37"
"Aug 2009","26","Taylor Swift","Love Story","810.946","40","79","-","14","29","27"
"Aug 2009","27","Pitbull","Hotel Room Service","798.945","9","57","-","-","19","-"
"Aug 2009","28","Mariah Carey","Obsessed","784.177","11","56","-","-","41","18"
"Aug 2009","29","Sean Paul","So Fine","782.125","50","25","39","17","-","-"
"Aug 2009","30","Jason Mraz","I am yours","772.898","23","46","-","-","28","-"
"Aug 2009","31","Nickelback","If Today Was Your Last Day","751.452","22","65","-","-","31","28"
"Aug 2009","32","Daughtry","No Surprise","745.371","25","-","62","-","27","39"
"Aug 2009","33","3OH!3","Don't Trust Me","687.290","14","-","-","-","8","-"
"Aug 2009","34","Jay Sean & Lil' Wayne","Down","686.196","6","-","-","-","40","-"
"Aug 2009","35","Young Money","Every Girl","676.763","13","-","-","-","-","-"
"Aug 2009","36","Shakira","She Wolf","656.215","12","-","-","-","8","44"
"Aug 2009","37","David Guetta & Akon","Sexy Chick (Sexy Bitch)","651.517","56","1","14","-","9","1"
"Aug 2009","38","Flo-Rida & Ke$ha","Right Round","624.862","42","65","38","68","27","49"
"Aug 2009","39","Shinedown","Second Chance","612.198","21","-","-","-","39","43"
"Aug 2009","40","Rob Thomas","Her Diamonds","590.441","35","-","-","-","36","12"
"Aug 2009","41","The Pussycat Dolls","Hush Hush; Hush Hush","576.292","75","23","-","-","50","15"
"Aug 2009","42","Nelly Furtado","Manos al aire","576.251","-","-","2","-","-","-"
"Aug 2009","43","Lily Allen","Not Fair","551.641","-","28","13","-","-","9"
"Aug 2009","44","Jason Aldean","Big Green Tractor","550.451","21","-","-","-","-","-"
"Aug 2009","45","New Boyz","You're A Jerk","542.741","24","-","-","-","-","-"
"Aug 2009","46","Frauenarzt & Manny Marc","Das geht ab! (Wir feiern die ganze Nacht)","528.706","-","-","9","-","-","-"
"Aug 2009","47","Flo-Rida & Nelly Furtado","Jump","527.878","54","21","-","-","-","26"
"Aug 2009","48","Billy Currington","People Are Crazy","524.098","28","-","-","-","48","-"
"Aug 2009","49","Mario","Break Up","522.535","19","-","-","-","-","-"
"Aug 2009","50","Darius Rucker","Alright","514.542","30","-","-","-","-","-"
"Sep 2009","1","The Black Eyed Peas","I Gotta Feeling","2826.216","1","3","6","3","1","2"
"Sep 2009","2","David Guetta & Akon","Sexy Chick (Sexy Bitch)","1930.317","60","2","2","2","4","1"
"Sep 2009","3","Pitbull","I Know You Want Me (Calle Ocho)","1559.911","18","16","13","1","3","6"
"Sep 2009","4","Jay-Z, Rihanna & Kanye West","Run This Town","1501.742","3","1","18","-","10","13"
"Sep 2009","5","David Guetta & Kelly Rowland","When Love Takes Over","1451.182","100","22","2","11","33","12"
"Sep 2009","6","Shakira","She Wolf","1419.353","11","4","2","-","5","18"
"Sep 2009","7","The Black Eyed Peas","Boom Boom Pow","1376.802","13","24","28","6","15","11"
"Sep 2009","8","Beyonce","Sweet Dreams","1311.823","33","7","10","-","34","5"
"Sep 2009","9","Cascada","Evacuate The Dancefloor","1263.145","39","20","8","5","5","4"
"Sep 2009","10","Taylor Swift","You Belong With Me","1208.971","4","30","-","-","4","9"
"Sep 2009","11","Keri Hilson & Kanye West & Ne-Yo","Knock You Down","1165.405","8","36","30","-","9","33"
"Sep 2009","12","Miley Cyrus","Party In The U.S.A.","1152.753","2","-","-","-","6","9"
"Sep 2009","13","Kings of Leon","Use Somebody","1133.060","4","25","-","-","8","-"
"Sep 2009","14","Pitbull","Hotel Room Service","1112.197","8","21","22","-","7","-"
"Sep 2009","15","Jay Sean & Lil' Wayne","Down","1093.936","2","-","-","-","15","-"
"Sep 2009","16","Lady GaGa","LoveGame","1085.562","16","19","25","25","43","-"
"Sep 2009","17","Sean Kingston","Fire Burning","1079.017","13","12","66","-","2","48"
"Sep 2009","18","Marit Larsen","If A Song Could Get Me You","1066.192","-","-","1","-","-","-"
"Sep 2009","19","Lady GaGa","Poker Face","1009.294","35","41","17","45","50","-"
"Sep 2009","20","Jordin Sparks","Battlefield","997.943","14","35","90","-","9","7"
"Sep 2009","21","Mariah Carey","Obsessed","971.883","7","52","-","8","35","13"
"Sep 2009","22","Gossip","Heavy Cross","920.697","-","-","3","-","-","9"
"Sep 2009","23","Green Day","21 Guns","919.523","26","75","18","-","16","22"
"Sep 2009","24","Cobra Starship","Good Girls Go Bad","918.933","9","-","-","-","7","5"
"Sep 2009","25","Linkin Park","New Divide","902.267","24","72","21","-","18","20"
"Sep 2009","26","Lady GaGa","Paparazzi","885.223","18","18","3","-","3","16"
"Sep 2009","27","Drake","Best I Ever Had","839.516","6","-","-","-","24","-"
"Sep 2009","28","Colbie Caillat","Falling For You","835.175","15","-","16","-","32","-"
"Sep 2009","29","Katy Perry","Waking Up In Vegas","817.260","14","73","51","-","11","30"
"Sep 2009","30","Madonna","Celebration","765.630","-","3","5","2","17","40"
"Sep 2009","31","Cassandra Steen & Adel Tawil","Stadt","761.912","-","-","3","-","-","-"
"Sep 2009","32","Daughtry","No Surprise","761.337","22","-","62","-","23","34"
"Sep 2009","33","Jason Mraz","I am yours","730.043","29","27","-","-","39","-"
"Sep 2009","34","Pink","Please Don't Leave Me","694.313","26","100","42","-","22","-"
"Sep 2009","35","Frauenarzt & Manny Marc","Das geht ab! (Wir feiern die ganze Nacht)","665.507","-","-","8","-","-","-"
"Sep 2009","36","Miley Cyrus","The Climb","663.423","30","-","-","39","29","25"
"Sep 2009","37","Jason Derulo","Whatcha Say","661.697","7","-","-","-","-","-"
"Sep 2009","38","Mario","Break Up","647.663","14","-","-","-","-","-"
"Sep 2009","39","Emiliana Torrini","Jungle Drum","644.691","-","-","2","-","-","-"
"Sep 2009","40","Justin Bieber","One Time","623.325","29","-","14","-","32","-"
"Sep 2009","41","Beyonce","Halo","619.632","37","63","26","-","36","33"
"Sep 2009","42","Nelly Furtado","Manos al aire","618.844","-","-","5","-","-","-"
"Sep 2009","43","Fabolous","Throw It In The Bag","611.685","14","-","-","-","-","-"
"Sep 2009","44","Jason Aldean","Big Green Tractor","600.873","18","-","-","-","-","-"
"Sep 2009","45","Kelly Clarkson","Already Gone","596.201","35","66","-","-","20","12"
"Sep 2009","46","Boys Like Girls","Love Drunk","566.391","22","-","-","-","32","-"
"Sep 2009","47","Rob Thomas","Her Diamonds","566.107","33","-","-","-","28","27"
"Sep 2009","48","Sean Paul","So Fine","544.360","54","52","52","17","-","-"
"Sep 2009","49","Mika","We Are Golden","525.662","-","4","29","19","-","10"
"Sep 2009","50","La Roux","Bulletproof!","521.297","-","19","13","-","-","26"
"Oct 2009","1","The Black Eyed Peas","I Gotta Feeling","2784.181","1","5","6","2","1","4"
"Oct 2009","2","David Guetta & Akon","Sexy Chick (Sexy Bitch)","2395.417","21","2","1","3","1","1"
"Oct 2009","3","Lady GaGa","Paparazzi","2183.420","6","34","1","-","3","27"
"Oct 2009","4","Shakira","She Wolf","1806.972","11","4","4","-","12","40"
"Oct 2009","5","Jay-Z, Rihanna & Kanye West","Run This Town","1689.506","2","5","25","-","6","9"
"Oct 2009","6","Pitbull","Hotel Room Service","1326.494","9","9","22","-","7","-"
"Oct 2009","7","Cascada","Evacuate The Dancefloor","1302.283","31","40","18","5","4","3"
"Oct 2009","8","Beyonce","Sweet Dreams","1298.542","11","22","16","-","17","12"
"Oct 2009","9","Jay Sean & Lil' Wayne","Down","1237.286","1","-","-","-","3","-"
"Oct 2009","10","Jay-Z & Alicia Keys","Empire State Of Mind","1225.853","5","2","-","-","21","-"
"Oct 2009","11","Pitbull","I Know You Want Me (Calle Ocho)","1222.870","25","38","30","10","16","6"
"Oct 2009","12","Madonna","Celebration","1192.695","-","8","7","5","17","-"
"Oct 2009","13","Taylor Swift","You Belong With Me","1188.245","4","30","-","-","3","9"
"Oct 2009","14","Miley Cyrus","Party In The U.S.A.","1175.852","2","-","-","-","3","12"
"Oct 2009","15","Kings of Leon","Use Somebody","1110.618","5","25","71","-","9","-"
"Oct 2009","16","Mariah Carey","Obsessed","1065.507","8","-","-","8","26","39"
"Oct 2009","17","The Black Eyed Peas","Boom Boom Pow","1002.435","15","47","49","20","22","16"
"Oct 2009","18","Rammstein","Pussy","997.057","-","95","1","13","-","-"
"Oct 2009","19","Jason Derulo","Whatcha Say","982.879","2","-","-","-","3","-"
"Oct 2009","20","Kelly Clarkson","Already Gone","913.508","19","-","23","-","15","22"
"Oct 2009","21","Marit Larsen","If A Song Could Get Me You","879.510","-","-","1","-","-","-"
"Oct 2009","22","Keri Hilson & Kanye West & Ne-Yo","Knock You Down","870.101","12","70","54","-","18","-"
"Oct 2009","23","David Guetta & Kelly Rowland","When Love Takes Over","860.486","-","44","9","24","47","21"
"Oct 2009","24","Gossip","Heavy Cross","856.664","-","-","5","-","-","14"
"Oct 2009","25","Justin Bieber","One Time","853.993","21","-","19","-","37","-"
"Oct 2009","26","Cobra Starship","Good Girls Go Bad","841.546","10","17","-","-","10","7"
"Oct 2009","27","Muse","Uprising","828.823","37","18","40","-","36","23"
"Oct 2009","28","Green Day","21 Guns","785.302","22","-","28","-","23","34"
"Oct 2009","29","The Black Eyed Peas","Meet Me Half Way","745.808","9","11","-","-","10","2"
"Oct 2009","30","Colbie Caillat","Falling For You","745.397","23","-","35","-","29","-"
"Oct 2009","31","Robbie Williams","Bodies","711.945","-","2","1","8","-","4"
"Oct 2009","32","Drake","Forever","707.557","8","-","-","-","41","-"
"Oct 2009","33","Agnes","Release Me","663.925","-","85","5","-","-","26"
"Oct 2009","34","Drake","Best I Ever Had","656.320","13","-","-","-","27","-"
"Oct 2009","35","Owl City","Fireflies","653.119","7","-","-","-","13","-"
"Oct 2009","36","Jordin Sparks","Battlefield","649.597","16","77","-","-","17","24"
"Oct 2009","37","Mario","Break Up","626.739","16","-","-","-","-","-"
"Oct 2009","38","Fabolous","Throw It In The Bag","618.871","14","-","-","-","-","-"
"Oct 2009","39","Michael Franti & Spearhead Featuring Cherine Anderson","Say Hey (I Love You)","613.984","18","-","-","-","-","-"
"Oct 2009","40","Mika","We Are Golden","609.166","-","13","34","30","-","31"
"Oct 2009","41","Lady GaGa","Poker Face","608.553","43","52","31","73","-","-"
"Oct 2009","42","Boys Like Girls","Love Drunk","587.492","22","-","-","-","32","-"
"Oct 2009","43","Flo-Rida & Ne-Yo","Be On You","576.158","19","-","-","-","-","-"
"Oct 2009","44","Carrie Underwood","Cowboy Casanova","572.724","11","-","-","-","16","-"
"Oct 2009","45","Drake & Trey Songz","Successful","566.149","17","-","-","-","-","-"
"Oct 2009","46","Pink","Funhouse","561.204","60","-","26","-","21","25"
"Oct 2009","47","Tokio Hotel","Automatisch","560.455","-","-","5","2","-","-"
"Oct 2009","48","Linkin Park","New Divide","558.119","40","-","33","-","28","30"
"Oct 2009","49","Daughtry","No Surprise","528.522","24","-","-","-","29","-"
"Oct 2009","50","Sean Kingston","Fire Burning","527.684","28","23","-","-","2","-"
"Nov 2009","1","David Guetta & Akon","Sexy Chick (Sexy Bitch)","2202.279","12","18","3","3","1","3"
"Nov 2009","2","The Black Eyed Peas","I Gotta Feeling","1982.563","8","10","7","3","5","7"
"Nov 2009","3","Lady GaGa","Paparazzi","1833.750","6","56","2","-","16","-"
"Nov 2009","4","Robbie Williams","Bodies","1610.322","-","9","1","11","-","10"
"Nov 2009","5","Jay Sean & Lil' Wayne","Down","1490.519","1","3","29","-","5","2"
"Nov 2009","6","The Black Eyed Peas","Meet Me Half Way","1384.107","7","1","-","3","6","1"
"Nov 2009","7","Jay-Z & Alicia Keys","Empire State Of Mind","1368.405","1","11","13","-","13","12"
"Nov 2009","8","Miley Cyrus","Party In The U.S.A.","1317.497","3","11","-","-","3","6"
"Nov 2009","9","Jason Derulo","Whatcha Say","1313.000","1","3","-","-","7","23"
"Nov 2009","10","Jay-Z, Rihanna & Kanye West","Run This Town","1224.342","4","40","50","-","12","13"
"Nov 2009","11","Britney Spears","3","1219.054","5","7","18","-","2","6"
"Nov 2009","12","Beyonce","Sweet Dreams","1215.415","10","42","20","-","18","35"
"Nov 2009","13","Owl City","Fireflies","1206.058","1","-","-","-","2","38"
"Nov 2009","14","Cascada","Evacuate The Dancefloor","1148.724","27","85","23","5","4","5"
"Nov 2009","15","Ke$ha","Tik-Toc","1072.689","10","6","-","-","1","1"
"Nov 2009","16","Pitbull","Hotel Room Service","1009.647","29","16","26","-","26","15"
"Nov 2009","17","Shakira","She Wolf","956.791","32","20","11","-","27","-"
"Nov 2009","18","Kings of Leon","Use Somebody","947.993","13","55","62","-","14","-"
"Nov 2009","19","Michael Buble","Haven't Met You Yet","928.017","57","5","53","-","11","22"
"Nov 2009","20","Gossip","Heavy Cross","844.926","-","-","2","-","-","41"
"Nov 2009","21","Kelly Clarkson","Already Gone","843.799","17","-","39","-","17","-"
"Nov 2009","22","Lady GaGa","Bad Romance","837.784","9","5","-","-","1","3"
"Nov 2009","23","Taylor Swift","You Belong With Me","832.049","10","-","-","-","9","33"
"Nov 2009","24","Iyaz","Replay","831.352","4","-","-","-","12","-"
"Nov 2009","25","Justin Bieber","One Time","784.100","20","-","32","-","45","-"
"Nov 2009","26","Leona Lewis","Happy","777.026","59","2","3","-","-","32"
"Nov 2009","27","Mariah Carey","Obsessed","745.471","16","62","-","13","41","-"
"Nov 2009","28","Chris Brown & Lil' Wayne","I Can Transform Ya","738.745","23","26","-","-","-","25"
"Nov 2009","29","Cobra Starship","Good Girls Go Bad","716.095","35","21","-","-","23","12"
"Nov 2009","30","Pink","Funhouse","685.504","44","-","33","-","21","41"
"Nov 2009","31","The Foo Fighters","Wheels","684.946","72","38","46","-","36","21"
"Nov 2009","32","Xavier Naidoo","Alles kann besser werden","683.580","-","-","6","-","-","-"
